"row.names","game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","base","reviewDetails.isOverturned.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y","reviewDetails.isOverturned","reviewDetails.reviewType","reviewDetails.challengeTeamId","season"
"59",502128.0,"2017-03-31",0,"2017-03-31T01:44:31.000Z","2017-03-31T01:44:35.000Z",true,pitch,"05021286-0496-0013-000c-f08cd117d70a",1,"In play, out(s)",,,,,false,X,"rgba(26, 86, 190, 1.0)",true,false,false,X,Hit Into Play - Out(s),0,0,,,,3.359,1.7,,104.17,105.47,ground_ball,medium,"5",110.73,164.72,,,,,,,,,"48",atBat,Groundout,field_out,"Paul DeJong grounds out, third baseman Patrick Wisdom to first baseman Luke Voit.",0,9,1,48,top,6,"2017-03-31T01:44:28.000Z","2017-03-31T01:44:35.000Z",true,false,false,true,0,0,0,2,657557,Paul DeJong,/api/v1/people/657557,R,Right,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_RHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"60",502128.0,"2017-03-31",1,"2017-03-31T01:44:24.000Z","2017-03-31T01:44:27.000Z",true,pitch,"05021286-0486-0013-000c-f08cd117d70a",1,"In play, out(s)",,,,,false,X,"rgba(26, 86, 190, 1.0)",true,false,false,X,Hit Into Play - Out(s),0,0,,,,3.359,1.7,,104.74,104.86,fly_ball,medium,"8",135.54,69.71,,,,,,,,,"47",atBat,Flyout,field_out,Harrison Bader flies out to center fielder Blake Drake.,0,9,1,47,top,6,"2017-03-31T01:40:58.000Z","2017-03-31T01:44:27.000Z",true,false,false,true,0,0,0,1,664056,Harrison Bader,/api/v1/people/664056,R,Right,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_RHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"61",502128.0,"2017-03-31",0,"2017-03-31T01:44:16.000Z","2017-03-31T01:44:24.000Z",false,action,,,"Defensive Substitution: Luis Cruz replaces catcher Carson Kelly, batting 7th, playing catcher.",Defensive Sub,9,1,false,false,,,,,,,,0,0,0,606133,/api/v1/people/606133,,,,,,,,,,,,defensive_substitution,,"2",Catcher,Catcher,C,"701","47",atBat,Flyout,field_out,Harrison Bader flies out to center fielder Blake Drake.,0,9,1,47,top,6,"2017-03-31T01:40:58.000Z","2017-03-31T01:44:27.000Z",true,false,false,true,0,0,0,1,664056,Harrison Bader,/api/v1/people/664056,R,Right,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_RHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"62",502128.0,"2017-03-31",0,"2017-03-31T01:40:52.000Z","2017-03-31T01:40:56.000Z",true,pitch,"05021286-0476-0013-000c-f08cd117d70a",1,"In play, out(s)",,,,,false,X,"rgba(26, 86, 190, 1.0)",true,false,false,X,Hit Into Play - Out(s),0,0,,,,3.359,1.7,,109.29,98.13,ground_ball,medium,"6",109.52,149.59,,,,,,,,,"46",atBat,Groundout,field_out,"Alex Mejia grounds out, shortstop Paul DeJong to first baseman Jose Martinez.",0,9,1,46,bottom,5,"2017-03-31T01:39:57.000Z","2017-03-31T01:40:56.000Z",true,false,false,true,0,0,0,3,622270,Alex Mejia,/api/v1/people/622270,R,Right,592815,Sam Tuivailala,/api/v1/people/592815,R,Right,vs_RHP,vs_RHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,Memphis Redbirds,St. Louis Cardinals,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"63",502128.0,"2017-03-31",0,"2017-03-31T01:39:53.000Z","2017-03-31T01:39:57.000Z",true,pitch,"05021286-0466-0013-000c-f08cd117d70a",1,"In play, out(s)",,,,,false,X,"rgba(26, 86, 190, 1.0)",true,false,false,X,Hit Into Play - Out(s),0,0,,,,3.359,1.7,,136.58,112.8,fly_ball,medium,"9",188.19,110.86,,,,,,,,,"45",atBat,Flyout,field_out,Blake Drake flies out to right fielder Chad Huffman.,0,9,1,45,bottom,5,"2017-03-31T01:39:40.000Z","2017-03-31T01:39:57.000Z",true,false,false,true,0,0,0,2,656383,Blake Drake,/api/v1/people/656383,R,Right,592815,Sam Tuivailala,/api/v1/people/592815,R,Right,vs_RHP,vs_RHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,Memphis Redbirds,St. Louis Cardinals,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"64",502128.0,"2017-03-31",5,"2017-03-31T01:39:36.000Z","2017-03-31T01:39:39.000Z",true,pitch,"05021286-0456-0013-000c-f08cd117d70a",1,"In play, out(s)",,,,,false,X,"rgba(26, 86, 190, 1.0)",true,false,false,X,Hit Into Play - Out(s),0,0,,,,3.359,1.7,,100.19,108.53,fly_ball,medium,"8",117.99,70.92,,,,,,,,,"44",atBat,Flyout,field_out,Breyvic Valera flies out to center fielder Harrison Bader.,0,9,1,44,bottom,5,"2017-03-31T01:37:48.000Z","2017-03-31T01:39:39.000Z",true,false,false,true,0,0,0,1,591971,Breyvic Valera,/api/v1/people/591971,L,Left,592815,Sam Tuivailala,/api/v1/people/592815,R,Right,vs_RHP,vs_LHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,Memphis Redbirds,St. Louis Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"65",502128.0,"2017-03-31",0,"2017-03-31T01:37:49.000Z","2017-03-31T01:37:50.000Z",false,action,,,Wilfredo Tovar remains in the game as the third baseman.,Defensive Switch,9,1,false,false,,,,,,,,0,0,0,541600,/api/v1/people/541600,,,,,,,,,,,,defensive_switch,,"5",Third Base,Infielder,"3B","401","44",atBat,Flyout,field_out,Breyvic Valera flies out to center fielder Harrison Bader.,0,9,1,44,bottom,5,"2017-03-31T01:37:48.000Z","2017-03-31T01:39:39.000Z",true,false,false,true,0,0,0,1,591971,Breyvic Valera,/api/v1/people/591971,L,Left,592815,Sam Tuivailala,/api/v1/people/592815,R,Right,vs_RHP,vs_LHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,Memphis Redbirds,St. Louis Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"66",502128.0,"2017-03-31",1,"2017-03-31T01:37:50.000Z","2017-03-31T01:37:51.000Z",false,action,,,"Defensive Substitution: Eric Fryer replaces catcher Yadier Molina, batting 5th, playing catcher.",Defensive Sub,9,1,false,false,,,,,,,,0,0,0,518700,/api/v1/people/518700,,,,,,,,,,,,defensive_substitution,,"2",Catcher,Catcher,C,"501","44",atBat,Flyout,field_out,Breyvic Valera flies out to center fielder Harrison Bader.,0,9,1,44,bottom,5,"2017-03-31T01:37:48.000Z","2017-03-31T01:39:39.000Z",true,false,false,true,0,0,0,1,591971,Breyvic Valera,/api/v1/people/591971,L,Left,592815,Sam Tuivailala,/api/v1/people/592815,R,Right,vs_RHP,vs_LHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,Memphis Redbirds,St. Louis Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"67",502128.0,"2017-03-31",2,"2017-03-31T01:37:51.000Z","2017-03-31T01:37:52.000Z",false,action,,,Chad Huffman remains in the game as the right fielder.,Defensive Switch,9,1,false,false,,,,,,,,0,0,0,502151,/api/v1/people/502151,,,,,,,,,,,,defensive_switch,,"9",Outfielder,Outfielder,RF,"701","44",atBat,Flyout,field_out,Breyvic Valera flies out to center fielder Harrison Bader.,0,9,1,44,bottom,5,"2017-03-31T01:37:48.000Z","2017-03-31T01:39:39.000Z",true,false,false,true,0,0,0,1,591971,Breyvic Valera,/api/v1/people/591971,L,Left,592815,Sam Tuivailala,/api/v1/people/592815,R,Right,vs_RHP,vs_LHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,Memphis Redbirds,St. Louis Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"68",502128.0,"2017-03-31",3,"2017-03-31T01:37:52.000Z","2017-03-31T01:37:53.000Z",false,action,,,Alberto Rosario remains in the game as the designated hitter.,Defensive Switch,9,1,false,false,,,,,,,,0,0,0,451705,/api/v1/people/451705,,,,,,,,,,,,defensive_switch,,"10",Designated Hitter,Hitter,DH,"801","44",atBat,Flyout,field_out,Breyvic Valera flies out to center fielder Harrison Bader.,0,9,1,44,bottom,5,"2017-03-31T01:37:48.000Z","2017-03-31T01:39:39.000Z",true,false,false,true,0,0,0,1,591971,Breyvic Valera,/api/v1/people/591971,L,Left,592815,Sam Tuivailala,/api/v1/people/592815,R,Right,vs_RHP,vs_LHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,Memphis Redbirds,St. Louis Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"69",502128.0,"2017-03-31",4,"2017-03-31T01:37:53.000Z","2017-03-31T01:39:36.000Z",false,action,,,"Defensive Substitution: Greg Garcia replaces second baseman Kolten Wong, batting 9th, playing second base.",Defensive Sub,9,1,false,false,,,,,,,,0,0,0,594824,/api/v1/people/594824,,,,,,,,,,,,defensive_substitution,,"4",Second Base,Infielder,"2B","901","44",atBat,Flyout,field_out,Breyvic Valera flies out to center fielder Harrison Bader.,0,9,1,44,bottom,5,"2017-03-31T01:37:48.000Z","2017-03-31T01:39:39.000Z",true,false,false,true,0,0,0,1,591971,Breyvic Valera,/api/v1/people/591971,L,Left,592815,Sam Tuivailala,/api/v1/people/592815,R,Right,vs_RHP,vs_LHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,Memphis Redbirds,St. Louis Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"70",502128.0,"2017-03-31",1,"2017-03-31T01:35:01.000Z","2017-03-31T01:35:08.000Z",true,pitch,"05021286-0446-0013-000c-f08cd117d70a",1,"In play, out(s)",,,,,false,X,"rgba(26, 86, 190, 1.0)",true,false,false,X,Hit Into Play - Out(s),0,0,,,,3.359,1.7,,114.4,99.36,ground_ball,medium,"4",151.88,154.43,,,,,,,,,"43",atBat,Grounded Into DP,grounded_into_double_play,"Kolten Wong grounds into a double play, second baseman Breyvic Valera to shortstop Alex Mejia to first baseman Luke Voit.   Alberto Rosario out at 2nd.",0,9,1,43,top,5,"2017-03-31T01:33:09.000Z","2017-03-31T01:35:08.000Z",true,false,false,true,24,0,0,3,543939,Kolten Wong,/api/v1/people/543939,L,Left,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_LHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,,,,,,,,2017.0
"71",502128.0,"2017-03-31",0,"2017-03-31T01:33:29.000Z","2017-03-31T01:35:01.000Z",false,action,,,Offensive Substitution: Pinch-runner Alberto Rosario replaces Jedd Gyorko.,Offensive Substitution,9,1,false,false,,,,,,,,0,0,1,451705,/api/v1/people/451705,,,,,,,,,,,,offensive_substitution,,"12",Pinch Runner,Runner,PR,"801","43",atBat,Grounded Into DP,grounded_into_double_play,"Kolten Wong grounds into a double play, second baseman Breyvic Valera to shortstop Alex Mejia to first baseman Luke Voit.   Alberto Rosario out at 2nd.",0,9,1,43,top,5,"2017-03-31T01:33:09.000Z","2017-03-31T01:35:08.000Z",true,false,false,true,24,0,0,3,543939,Kolten Wong,/api/v1/people/543939,L,Left,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_LHB,Empty,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,594824,Greg Garcia,/api/v1/people/594824,,,,,,,,,,1,,,,,,,2017.0
"72",502128.0,"2017-03-31",5,"2017-03-31T01:33:07.000Z","2017-03-31T01:33:09.000Z",true,pitch,"05021286-0436-0043-000c-f08cd117d70a",4,Ball,,,,,false,B,"rgba(39, 161, 39, 1.0)",false,false,true,B,Ball - Called,4,0,,,,3.359,1.7,,62.66,63.9,,,,,,,,,,,,,,"42",atBat,Walk,walk,Jedd Gyorko walks.   Matt Adams to 3rd.    Chad Huffman to 2nd.,0,9,1,42,top,5,"2017-03-31T01:28:49.000Z","2017-03-31T01:33:09.000Z",true,false,false,false,0,4,0,1,576397,Jedd Gyorko,/api/v1/people/576397,R,Right,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_RHB,Loaded,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,576397,Jedd Gyorko,/api/v1/people/576397,502151,Chad Huffman,/api/v1/people/502151,571431,Matt Adams,/api/v1/people/571431,,,,,,,,,,,2017.0
"73",502128.0,"2017-03-31",4,"2017-03-31T01:33:05.000Z","2017-03-31T01:33:07.000Z",true,pitch,"05021286-0436-0033-000c-f08cd117d70a",3,Ball,,,,,false,B,"rgba(39, 161, 39, 1.0)",false,false,true,B,Ball - Called,3,0,,,,3.359,1.7,,96.21,68.18,,,,,,,,,,,,,,"42",atBat,Walk,walk,Jedd Gyorko walks.   Matt Adams to 3rd.    Chad Huffman to 2nd.,0,9,1,42,top,5,"2017-03-31T01:28:49.000Z","2017-03-31T01:33:09.000Z",true,false,false,false,0,4,0,1,576397,Jedd Gyorko,/api/v1/people/576397,R,Right,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_RHB,Loaded,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,576397,Jedd Gyorko,/api/v1/people/576397,,,,,,,,,,,,,,,,,2017.0
"74",502128.0,"2017-03-31",3,"2017-03-31T01:33:03.000Z","2017-03-31T01:33:05.000Z",true,pitch,"05021286-0436-0023-000c-f08cd117d70a",2,Ball,,,,,false,B,"rgba(39, 161, 39, 1.0)",false,false,true,B,Ball - Called,2,0,,,,3.359,1.7,,80.85,69.4,,,,,,,,,,,,,,"42",atBat,Walk,walk,Jedd Gyorko walks.   Matt Adams to 3rd.    Chad Huffman to 2nd.,0,9,1,42,top,5,"2017-03-31T01:28:49.000Z","2017-03-31T01:33:09.000Z",true,false,false,false,0,4,0,1,576397,Jedd Gyorko,/api/v1/people/576397,R,Right,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_RHB,Loaded,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,576397,Jedd Gyorko,/api/v1/people/576397,,,,,,,,,,,,,,,,,2017.0
"75",502128.0,"2017-03-31",2,"2017-03-31T01:33:01.000Z","2017-03-31T01:33:03.000Z",true,pitch,"05021286-0436-0013-000c-f08cd117d70a",1,Ball,,,,,false,B,"rgba(39, 161, 39, 1.0)",false,false,true,B,Ball - Called,1,0,,,,3.359,1.7,,121.8,52.29,,,,,,,,,,,,,,"42",atBat,Walk,walk,Jedd Gyorko walks.   Matt Adams to 3rd.    Chad Huffman to 2nd.,0,9,1,42,top,5,"2017-03-31T01:28:49.000Z","2017-03-31T01:33:09.000Z",true,false,false,false,0,4,0,1,576397,Jedd Gyorko,/api/v1/people/576397,R,Right,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_RHB,Loaded,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,576397,Jedd Gyorko,/api/v1/people/576397,,,,,,,,,,,,,,,,,2017.0
"76",502128.0,"2017-03-31",0,"2017-03-31T01:29:30.000Z","2017-03-31T01:32:10.000Z",false,action,,,Offensive Substitution: Pinch-runner Chad Huffman replaces Stephen Piscotty.,Offensive Substitution,9,1,false,false,,,,,,,,0,0,1,502151,/api/v1/people/502151,,,,,,,,,,,,offensive_substitution,,"12",Pinch Runner,Runner,PR,"701","42",atBat,Walk,walk,Jedd Gyorko walks.   Matt Adams to 3rd.    Chad Huffman to 2nd.,0,9,1,42,top,5,"2017-03-31T01:28:49.000Z","2017-03-31T01:33:09.000Z",true,false,false,false,0,4,0,1,576397,Jedd Gyorko,/api/v1/people/576397,R,Right,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_RHB,Loaded,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,576397,Jedd Gyorko,/api/v1/people/576397,,,,,,,,,,1,,,,,,,2017.0
"77",502128.0,"2017-03-31",1,"2017-03-31T01:32:10.000Z","2017-03-31T01:33:01.000Z",false,action,,,Pitching Change: Kevin Herget replaces Mike Mayers.,Pitching Substitution,9,1,false,false,,,,,,,,0,0,1,643361,/api/v1/people/643361,,,,,,,,,,,,pitching_substitution,,"1",Pitcher,Pitcher,P,,"42",atBat,Walk,walk,Jedd Gyorko walks.   Matt Adams to 3rd.    Chad Huffman to 2nd.,0,9,1,42,top,5,"2017-03-31T01:28:49.000Z","2017-03-31T01:33:09.000Z",true,false,false,false,0,4,0,1,576397,Jedd Gyorko,/api/v1/people/576397,R,Right,643361,Kevin Herget,/api/v1/people/643361,R,Right,vs_RHP,vs_RHB,Loaded,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,576397,Jedd Gyorko,/api/v1/people/576397,,,,,,,,,,,,,,,,,2017.0
"78",502128.0,"2017-03-31",0,"2017-03-31T01:28:42.000Z","2017-03-31T01:28:48.000Z",true,pitch,"05021286-0426-0013-000c-f08cd117d70a",1,"In play, run(s)",,,,,false,E,"rgba(26, 86, 190, 1.0)",true,false,false,E,Hit Into Play - Run(s),0,0,,,,3.359,1.7,,103.6,79.18,ground_ball,medium,"7",63.53,113.28,,,,,,,,,"41",atBat,Single,single,Stephen Piscotty singles on a ground ball to left fielder Anthony Garcia.   Wilfredo Tovar scores.    Matt Adams to 2nd.,1,9,1,41,top,5,"2017-03-31T01:26:11.000Z","2017-03-31T01:28:48.000Z",true,true,false,false,33,0,0,1,572039,Stephen Piscotty,/api/v1/people/572039,R,Right,594577,Mike Mayers,/api/v1/people/594577,R,Right,vs_RHP,vs_RHB,RISP,,Memphis Redbirds,11,Triple-A,138,St. Louis Cardinals,112,Pacific Coast League,St. Louis Cardinals,1,Major League Baseball,,,104,National League,St. Louis Cardinals,Memphis Redbirds,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,572039,Stephen Piscotty,/api/v1/people/572039,571431,Matt Adams,/api/v1/people/571431,,,,,,,,,,,,,,2017.0
